"Sludinājumi 
 
 
datums","Modelis","Gads","Tilp.","Nobrauk.","Cena","brand"
"Gāze + benzīns, Jauna TA, mehānika, Lcd kondicionieris, info centrs, audio s","A170",2005,"1.7",233000,2790,"Mercedes"
"Pārdodu MB A180 elegance
2.0D 80kw ar mazu degvielas patēriņu. Jauna Tehnis","A180",2005,"2.0D",318000,2100,"Mercedes"
"Mercedes-Benz Vito 119 Cdi A/t. 2018. gada. 2.2l dīzelis, 140 Kw (190 Hp). G","Vito",2018,"2.2D",128000,26500,"Mercedes"
"Pārdod Mercedes E200 classic, 2.2Cdi, 100kw, 30.12.2008., automāts, ādas sal","E200",2009,"2.2D",305000,3100,"Mercedes"
"Apraksts 4x4 Bose mūzikas sistēma, lūka, navigācija, klimatkontrole, lietie","ML400",2004,"4.0D",,1990,"Mercedes"
"Mercedes C220 Amg. Avangard. 125kW / 170hp. 

Tikko no Itālijas, Latvijā n","C220",2012,"2.2D",270000,10500,"Mercedes"
"Mercedes Benz, C200, svaigu tehnisko apskati, 2.2 dizelis, automāts, sedans,","C200",2008,"2.2D",,5190,"Mercedes"
"Pārdodu E klases mersi 2.7 dīzeli automāts 2002. Gada. Tehniski labā stāvokl","E270",2002,"2.7D",460000,3700,"Mercedes"
"MB E220
16.11.2004
290468 KM

Vai meklējat uzticamu lietotu automašīnu?","E220",2004,"2.2D",291000,3790,"Mercedes"
"MB Ml320 Cdi 3.0 Dizels 4Matic 165 kW 7G-Tronic, Pirkts jauns Latvijā, 

I","ML320",2008,"3.0D",,6990,"Mercedes"
"MB E220 Cdi 2.2 Dizels 100 kW Automāts / Ģimenes Auto, 

Ideālā tehniskā u","E220",2011,"2.2D",,7790,"Mercedes"
"Продаю Mercedes Benz E270, в хорошем состоянии, вложений не требует, могу ра","E270",2005,"2.7D",320000,2650,"Mercedes"
"Labdien. 
Pārdodas darba zirgs, tehniski laba stāvoklī atvests 2006 no Spān","Sprinter",2004,"2.2D",260000,2250,"Mercedes"
"Pārdošanā Mercedes- benz c320 Cdi W204 virsbūvē ievests no Vācijas. 
Labā t","C320",2007,"3.0D",205000,5600,"Mercedes"
"Mercedes Benz E350 4Matic ar 3.0 litru dīzeļdzinēju un automātisko transmisi","E350",2010,"3.0D",,11500,"Mercedes"
"Tikko no Beļģijas. 
Degvielas Patēriņi: pilsēta: 8.4
šoseja: 5.6
kombinēt","GLE 350",2017,"3.5D",182000,48600,"Mercedes"
"Pārdodas Mercedes Vito 
Automšīnai ir vācu reģistrācija, bet atrodas dotajā","Vito",2018,"2.2D",107000,33000,"Mercedes"
"Originala Amg pilna pakete. 
Mašīna ir ideālā stāvoklī .
Mercedes-Benz Cla","CLA220",2015,"2.2D",196000,19400,"Mercedes"
"Mercedes-Benz ML 250 Cdi Bluetec 4Matic. 2013. gada. 2.2l dīzelis, 150 Kw (2","ML250",2013,"2.2D",246000,17500,"Mercedes"
"C200 Black Edition, 2.2 dīzelis 100 kw, Teicamā tenhiskā uz vizuālā kārtībā","C200",2007,"2.2D",,6990,"Mercedes"
"Automats-1.8i, laba tehniska un vizuala stavokli, ziemas riepas, bez rusas,","C180",2002,"1.8",,1599,"Mercedes"
"Продаю Mercedes Benz R280. 
Машина в идеальном техническом состоянии. 
Род","R280",2008,"3.0D",3e+05,6850,"Mercedes"
"Pārdodu Mercedess c320 Amg. 

Tirgoju ļoti labu gan tehniski, gan vizuāli","C320",2008,"3.2D",303000,8500,"Mercedes"
"Mercedes Cls320 2005. gada, 3.0 litru dīzelis ar auatomātisku transmisiju.","CLS320",2005,"3.0D",,7100,"Mercedes"
"В хорошем состоянии.","C220",2003,"2.2D",450000,1750,"Mercedes"
"2.3 kompresors Tiko izieta TA. Labā tehniskajā stāvoklī, vizuāli defekti kas","CLK230",1997,"2.3",246000,900,"Mercedes"
"Glk320Cdi 4matic Sport Package. Skaists un kopts auto ar īsto nobraukumu. Vi","GLK 320",2008,"3.0D",,7980,"Mercedes"
"Auto ar jaunu TA no iegādes dienas, nekādu papildus izdevumu. Mercedes tikko","A200",2005,"2.0D",,2999,"Mercedes"
"Mašīna atrodas Jelgavā.","Sprinter",2016,"2.2D",229000,12500,"Mercedes"
"Pārdod saimnieks. 
Tehniski idealā, vizuali ļoti labā stavoklī, bez rūsas,","R320",2007,"3.0D",336000,5500,"Mercedes"
"MB Ml320 Amg 165Kw, 7G-tronic 4matic Oriģināls nobraukums 213000 TA bez aizr","ML320",2007,"3.0D",213000,7200,"Mercedes"
"Pārdošanā Mercedes e270 labā tehniskā un vizuālā stāvoklī, melns ādas salons","E270",2003,"2.7D",,3490,"Mercedes"
"Mercedes-Benz Gle350 Amg Line teicamā vizuālā un tehniskā stāvoklī. A/m atro","GLE 350",2017,"3.0D",86000,43500,"Mercedes"
"Pārdodu Mercedes Benz C180 Blue Efficiency teicamā stāvoklī. Ļoti skaista kr","C180",2010,"1.8",203000,6900,"Mercedes"
"Darba kārtībā kravas Buss, Ta beigusies, cenā iekļauts Pvn.","Sprinter",2003,"2.2D",348000,1800,"Mercedes"
"Pārdod S klases Mercedesu 2011 gada. Auto teicamā tehniskā un vizuālā stāvok","S350",2011,"3.0D",380000,12999,"Mercedes"
"Automats. Vispilnaka komplektacija. Jauna Ta-2023G. Teicama stavokli bezs ai","C220",2009,"2.2D",,7399,"Mercedes"
"Mercedes-Benz E 300 Avantgarde Cdi A/t Blueefficiency. 2012. gada. 3.0l dīze","E300",2012,"3.0D",282000,9900,"Mercedes"
"Pārdod kravas furgonu darba kārtība mehāniskā ātrumkārba ļoti ietilpīgs cena","Sprinter",2002,"2.2D",602000,4200,"Mercedes"
"Darba kārtībā, labā stāvoklī
iespējams ir pieejams vēl kāds aprīkojums, kur","ML250",2014,"2.1D",222000,17500,"Mercedes"
"Pārdod Mercedes E220 4Matic, 2017.gads, nobraukums 75000 km, cena 34000 eur","E220",2017,"2.0D",75000,34000,"Mercedes"
"Pārdod mercedes-benz gle coupe 350d amg 4matic. Cena ar pvn 21%. Auto jauns","GLE 350",2018,"3.0D",93000,52000,"Mercedes"
"Mercedes-Benz A180 2.0 dīzelis 80kw. Latvijā a/m nepilnu gadu. Iepriekšējā r","A180",2008,"2.0D",297000,2700,"Mercedes"
"Pārdod Mercedes džipu, lieliskā tehniskā un vizuālā stāvoklī, skate līdz nāk","ML350",2005,"3.7",177000,2800,"Mercedes"
"MB Cls 250D Amg
2.2 Cdi
R19 Amg diski
Harman Kardon muzikas sistēma
Elet","CLS250",2012,"2.2D",236000,16490,"Mercedes"
"Mercedes-Benz C 200 Cdi M/t. 2011. gada. 2.2l dīzelis, 100 Kw (136 Hp).","C200",2011,"2.2D",260000,6900,"Mercedes"
"Mercedes Cls500 5.0L benzīns. 
Auto lieliskā stāvoklī ar bagātīgu aprīkojum","CLS500",2012,"5.0",234000,18500,"Mercedes"
"MB E320 Cdi 3.0d 165kw Avangarde Facelift. 
Dinamisks, komfortabls auto, ap","E320",2008,"3.0D",462000,4700,"Mercedes"
"Pārdodu Mercedes Benz Sprinter 211. Motora tilpums 2.2 Tdi. 
Ta-18.01.2019.","Sprinter",2003,"2.2D",561000,3000,"Mercedes"
"Pārdodu Mersi S400 Cdi ar jauno tehnisko apskati, nodokli pilnībā nomaksāti,","S400",2003,"4.0D",318000,1700,"Mercedes"
"Mercedes-Benz A 200 7G Urban Pano Distro Ahk Led Leder 100 kW (136 Ps)
Толь","A200",2016,"2.2D",,17900,"Mercedes"
"Pārdodu laba tehniska un vizuāla stāvokli c200 2.2 170 hp dzinējs ekonomisks","C200",2009,"2.2D",305000,4700,"Mercedes"
"Pārdodu Mercedes Benz C180 ar apskati līdz 09.23. Novērstas visas eļļas nopl","C180",1994,"1.8",136000,1600,"Mercedes"
"Mercedes-Benz C-220 Bluetec Wagon 2.2 .C. D. I. , 9 G - Tronic. Automāts.","C220",2017,"2.2D",214000,18600,"Mercedes"
"Авто в отличном состоянии, все техническое обслуживание проходило всегда вов","CLS350",2011,"3.0D",204000,19000,"Mercedes"
"Mersedes Benz e220d
Все обслуживания только у официального дилера (Domeniks","E220",2016,"2.0D",188000,26900,"Mercedes"
"Sakarā ar cita auto iegādi, tiek pārdots - sapnis. 

Visi jautājumi, infor","C220",2012,"2.2D",236000,7999,"Mercedes"
"Auto tikko no Vacijas bez rūsas . ļoti laba tehniska kartiba. Garā Bāze .Bez","Vito",2008,"2.2D",,6700,"Mercedes"
"3.0d 7-Sēdvietas, facelift. Navigācija, elektro regulējami ādas sēdekļi ar a","GL350",2009,"3.0D",133000,17990,"Mercedes"
"Amg Mercedes Benz Ml350 Bluetec 4Matic 190kw. 
Īpašais modelis Edition 1.","ML350",2012,"3.0D",,21590,"Mercedes"
"2.0d Panorāmas jumts, lietie diski, pusādas sēdekļi, multistūre, borta kompj","B180",2005,"2.0D",280000,2990,"Mercedes"
"Mercedes-Benz Sl500 labā vizuālā un tehniskā stāvoklī. A/m atrodas Rīgā un i","SL500",1997,"5.0",89000,17500,"Mercedes"
"Pārdodu automašīnu ar TA lidz 06.04.2023 Auto ir ekonomisks, patēriņš ārpus","C200",2000,"2.2D",295000,1600,"Mercedes"
"Mercedes-Benz Glk 220 Cdi 4Matic 125 kw, Facelift. 
Amg пакет по Вин коду","GLK 220",2013,"2.2D",315000,14500,"Mercedes"
"Компрессор. 190000км.","CLK230",2002,"2.3",190000,3500,"Mercedes"
"Pārdod Mercedes Mclaren Slr. 
Auto pirkts Jauns. 
Pilna Servisa Vēsture un","SLR",2005,"5.4",9.5,265000,"Mercedes"
"Продается эксклюзивная модель Mersedes. Привезена с Франции( полный обвес Br","ML270",2002,"2.7D",230000,5000,"Mercedes"
"Pārdodu Mercedes C350 E Hibrīdu, 220kw/295zs. 
Teicamā tehniskā un vizuālā","C350",2016,"2.0H",128000,23000,"Mercedes"
"Pārdod geliku ar 3 litru dizeļa motoru, 5ātrumu ātrumkārba plus atpakaļgaita","G300",1982,"3.0D",85000,7500,"Mercedes"
"S 350 195 kw 4matic amg","S350",2013,"3.0D",197000,18400,"Mercedes"
"Mersedes Benz Vito jaunas ziemas riepas iepakojumā, viens īpašnieks Tourer -","Vito",2017,"2.2D",105000,28800,"Mercedes"
"Pārdod Mercedes Benz GL 350 Bluetec 4 Matic labā stāvoklī. 
Vasaras diski r","GL350",2014,"3.0D",220000,29500,"Mercedes"
"Amg sport pakotne ar individuālu ādas salonu un melnajiem griestiem, oriģinā","C220",2010,"2.2D",307000,6590,"Mercedes"
"Pārdod Mercedes-Benz E220D 143kw/194zs. Jauns auto iegādāts Latvijā. Cena ar","E220",2016,"2.0D",123000,32000,"Mercedes"
"Auto labā tehniskā stāvoklī, pirkts Latvijā SIA Domenikss. 3.0 dīzelis 190kw","GLE 350",2019,"3.0D",54000,56000,"Mercedes"
"Tirgojas labs sprinteris ar 3.0 dīzeļa dzinēju. 
Tīko veikts startera resta","Sprinter",2011,"3.0D",377000,10000,"Mercedes"
"Продам рестайлинговый ML 320, amg бампера, пневмо без проблем, обслужена, по","ML320",2009,"3.0D",265000,9800,"Mercedes"
"Tirgoju šo skaisto clk 240 kupeju. Auto ir noripojis zem 190000km par to var","CLK240",2004,"2.6",190000,2900,"Mercedes"
"No Vācijas, 2.2D 100kw. Jauna TA. Auto teicama tehniska un vizuala stavokli.","C200",2010,"2.2D",171000,6550,"Mercedes"
"Pārdod labu MB c180
Bez pārakstīšanas tikai rezerves daļām vai krūmu gonkām","C180",2004,"1.8",266000,650,"Mercedes"
"Jauns izpūtējs, priekšējie stabilizatori, tikko mainīta eļļa, svaiga apskate","C200",2001,"2.2D",208000,1900,"Mercedes"
"Mb ML 320cdi 4matic tikko no Beļģijas. ideālā stāvoklī kā tehniski tā vizuāl","ML320",2006,"3.0D",,8700,"Mercedes"
"Pārdodu labu Mercedes benz e320cdi ar Avantgarde komplektāciju. 
Auto ir id","E320",2003,"3.2D",,3999,"Mercedes"
"Pārdod Mercedes Benz E270Cdi(130Kw). Ta līdz 17.05.2023(pamatpārba ude). Lat","E270",2003,"2.7D",375000,2500,"Mercedes"
"Машина в идеальном состоянии, после техобслуживания. Шикарный Designo салон.","GLE 350",2016,"3.0D",77000,37000,"Mercedes"
"Mercedes Benz Sprinter 315 ar elektrisku lafeti un atpakaļ skata kameru. Kra","Sprinter",2009,"2.2D",212000,11990,"Mercedes"
"Pārdod Mercedes Vito ideālā stāvoklī, tiko izieta teh apskate bez aizrādījum","Vito",2019,"2.0D",79000,29000,"Mercedes"
"Pārdod Mercedes benz Slk 200 kompressor , 2.0 benzins (163zs), kabriolets ar","SLK200",2001,"2.0",224000,2820,"Mercedes"
"Labdien, tirgoju auto ar tikko izietu tehnisko apskati. Mercedes Benz E220cd","E220",2002,"2.2D",359000,2600,"Mercedes"
"Holandes - Iespējams bez vinjetes
1, 6T celtspēju - akurāta kravas kaste:","Sprinter",2005,"2.2D",374000,4950,"Mercedes"
"Pārdodam savu MB E350 Avantgarde ( 3, 5l, V6, 272 z. s. ). Iegādāts Vācijā m","E350",2005,"3.5",170000,5300,"Mercedes"
"Mercedes-Benz Cla200 2.2 dīzelis, automāts. Amg.  ideālā teh niskā","CLA200",2017,"2.2D",120000,21500,"Mercedes"
"Mercedes-Benz Ml350 3.0 dīzelis, automāts. 

Auto ideālā&nbsp ;tehniskā","ML350",2011,"3.0D",281000,13950,"Mercedes"
"Pārdodu S500 Benzīns/gāze. TA Beigusies. Gada nodoklis lidz šim brīdim samak","S500",2001,"5.0",290000,1000,"Mercedes"
"Mercedes Benz A160 Cdi 2.0L Dīzelis 60kW, 02.2008 g. 

209 675 km

No Vā","A160",2008,"2.0D",,4550,"Mercedes"
"Mercedes Benz E220 Avantgarde 2011g. , 2, 2d, 125kw/170 .Продаю авто в хорош","E220",2011,"2.2D",193000,11500,"Mercedes"
"Cena ar Pvn. Uzņēmums pārdod Mercedes Benz Sprinter L3H3. 

Ļoti labā vizu","Sprinter",2008,"2.2D",,7990,"Mercedes"
"Ļoti ekonomisks dzinējs 2.2. Manuālā 6 pakāpju ātrumkārba. Auto teicamā tehn","E200",2005,"2.2D",335000,4400,"Mercedes"
"Продаём Ml320, в хорошем состоянии, с новым ТО. 
Год назад заменили цепь в","ML320",2006,"3.0D",220000,6600,"Mercedes"
"B kategorija, vinjetu nevajag. 7vietigs auto laba stavokli(saviem gadiem). I","Sprinter",1996,"2.3D",332000,2600,"Mercedes"
"Pārdot mersīti. Divi riepu komplekti ar diskiem. Sīkāk zvanot. Nopietnam pir","A170",2004,"1.7",301000,1750,"Mercedes"
"1.8i , Xenon , Automāts , Avantgarde , No Vācijas. 
Mercedes-Benz E200 1.8i","E200",2007,"1.8",203000,5550,"Mercedes"
"Pardodas sakarigs mersis. Parmetinats. Restaureta turbina. Jaunas zilas atsp","E320",2001,"3.2D",404000,1760,"Mercedes"
"Ļoti labā tehniskā un vizuālā stāvokli. Var pārbaudīt jūsu norādītājā servis","Sprinter",2008,"2.2D",260000,14000,"Mercedes"
"Mercedes Benz Glk220 ar 2.2 dīzeļdzinēju un automātisko pārnesumkārbu. 

A","GLK 220",2011,"2.2D",294000,9600,"Mercedes"
"Торг уместен, все вопросы по телефону 
2 комплекта резины","C220",2004,"2.2D",,3000,"Mercedes"
"Mercedes s-class W221 2006 года выпуска в хорошем состоянии. Комфортный и до","S550",2006,"5.5",222000,8500,"Mercedes"
"Mercedes-Benz C220 2.2 dīzelis 125 kW, automāts. Labā tehniskā un vizuālā st","C220",2007,"2.2D",242000,6250,"Mercedes"
"Mercedes-Benz s500 amg 4-matic, vent; massag, soft/cl, tv, keyless

216 Re","S500",2021,"3.0",47000,129900,"Mercedes"
"Aprīkojums Sport line Avangard, 
Pārbaude izieta pirmo reizi. 
Nomainītas","190",1990,"1.8",343000,2788,"Mercedes"
"Продаю Mercedes S350cdi Facelift. Машина в отличном техническом и визуальном","S350",2010,"3.0D",,13500,"Mercedes"
"Pārdod/maiņu 
Mercedes A160 2.0D 60 kW 

1499€
2005 gads
2.0 Diesel
la","A160",2005,"2.0D",295000,1499,"Mercedes"
"Tiek pārdots sprinters 213dci ar 6 vietām. 
Sīkāk pa tālruni","Sprinter",2011,"2.2D",330000,8000,"Mercedes"
"Mercedes Benz S350 Long Bluetec dizenis 3, 0 190 Kw. 
Amg pakotne. 
Cena N","S350",2015,"3.0D",137000,48400,"Mercedes"
"Pārdod Mercedes Benz c220 105kw. Automašīna pirms 3 gadiem ievesta no Vācija","C220",2003,"2.2D",333000,900,"Mercedes"
"Īpašnieks pārdod Mercedes-Benz V-250d Amg line, 4 Matic, 140 Kw. 

Auto ir","V250",2017,"2.1D",91000,53000,"Mercedes"
"Mercedes Benz Gla 200 Cdi 2, 2 09.04.2014 gada 100 Kw, 
Dizelis, Laba kompl","GLA200",2014,"2.2D",280000,12000,"Mercedes"
"Карета готова полностью к зиме. После т. о. практически не ездила. Все расхо","C200",2001,"2.2D",355000,1250,"Mercedes"
"Продаётся Мерседес С200.
Новый техосмотр, 0- teicamā stāvoklī
Машина в дос","C200",2003,"2.2D",310000,1950,"Mercedes"
"Mercedes 408. 2.3D, Liela kravnesība, dubultie riteņi. 
Neliels oriģināls,","Sprinter",1989,"2.3D",312000,1850,"Mercedes"
"Gla 200 Cdi 4Matic, automāts. No Francijas. 

Komplektācija:

- pusādas","CLA200",2016,"2.2D",164000,17990,"Mercedes"
"Pārdod Mercedes V250, 2.2dīzelis, Automāts

Elektriski regulējami, apsildā","V250",2015,"2.2D",,23990,"Mercedes"
"Īpašnieks pārdod Mercedes Benz Vito. Automašīna 2011 tika iegādāta pie ofici","Vito",2010,"2.2D",,14950,"Mercedes"
"Mercedes-Benz C180d Avantgarde, 

Full Led optika, 
Automatiskās talās ga","C180",2016,"1.6D",277000,13890,"Mercedes"
"Labdien, 
Tiek pārdots Mercedes Benz Cupe C250d 150kw, Amg Pack, Automāts 9","C250",2016,"2.5D",,26500,"Mercedes"
"Mersedes A140 ideāls pilsētas auto, ekonomisks, ar izietu TA un nomaksātu no","A140",2000,"1.4",376000,799,"Mercedes"
"Mercedes A160 1.6 benzīns. Automātiskā ātrumkārba. Dzinējam jauna ķēde, komp","A160",2004,"1.6",177000,1200,"Mercedes"
"Sveiki uz tirgošanu Mercedes E-200 ar 2.2l dīzeļa dzinēju 100kw. Pērkot auto","E200",2013,"2.2D",389000,10300,"Mercedes"
"3.0 dīzelis, 170kW, Face lift, automātiskā ātrumkārba, pusādas salons, klima","C350",2010,"3.0D",310000,6290,"Mercedes"
"Продаю или меняю, машина а хорошем состоянии, недавно из Бельгии","S420",2007,"4.0D",260000,6900,"Mercedes"
"Pardodas tehniski labs mersis. Apauts ar ziemas ripam(vasaras gumiju dodu li","A170",2004,"1.7D",265000,1050,"Mercedes"
"Продается, комфортный авто для владельца. 
Комплект зимней и летней резины.","S350",2010,"3.5D",370000,13000,"Mercedes"
"Mercedes-Benz Cls250D Amg Line teicamā vizuālā un tehniskā stāvoklī. A/m atr","CLS250",2014,"2.1D",253000,18800,"Mercedes"
"Līzings/maiņa. Facelift. Ml270Cdi. Pilnpiedziņa. Auto labā tehniskā, vizuālā","ML270",2004,"2.7D",,3150,"Mercedes"
"Pārdošanā uzticams un komfortabls auto labā tehniskā stāvoklī - sēdies un br","C220",2004,"2.2D",288000,1950,"Mercedes"
"Mercedes-Benz E350 Amg Design Cdi Blueefficiency A/t. 2010. gada. 3.0l dīzel","E350",2010,"3.0D",84000,24900,"Mercedes"
"Mercedes Benz E220 143 kW pirmā reģistrācija - 08.2017.g. 

Ekonomisks ar","E220",2017,"2.0D",,15999,"Mercedes"
"Из Германии только что пригнана. 
Техосмотр пройден без замечаний. Салон ко","E220",2013,"2.2D",,12500,"Mercedes"
"S320Cdi 173kW tikko no Vacijas, 2 atslegas. T. Sk. Pvn 21%. Servisa apkopju","S320",2009,"3.0D",269000,9970,"Mercedes"
"Mercedes Benz E320 2006.g. 3.0 dīzelis

Komplektācijā:
-Xenons
-Lampu ma","E320",2006,"3.0D",,5490,"Mercedes"
"Машина в отличном техническом и визуальном состоянии. Поменяны масла, фильтр","ML350",2014,"3.0D",244000,21800,"Mercedes"
"Pārdod Mercedes G400 V8, 4.0 D

Oriģināls nobraukums, viens Īpašnieks

M","G400",2002,"4.0D",,34900,"Mercedes"
"Tikko no Vācijas. 
-Ļoti lābā stavoklī. 
-Ir iespējama maiņa un līzings.","C200",2008,"2.1D",256000,6850,"Mercedes"
"Mercedes Ml270, 2.7 dīzelis, Automāts

Ādas Salons

Elektriski regulējam","ML270",2001,"2.7D",,3490,"Mercedes"
"Pārdod Mercedes Sl500 Amg 5.0 Benzīns, Cabrio

Ādas Salons

Sēdekļu apsi","SL500",2002,"5.0",,15900,"Mercedes"
"Pārdod Mercedes C270, 2.7 Dīzelis

Ādas Salons

Sēdekļu apsilde

Klima","C270",2004,"2.7D",,2290,"Mercedes"
"Pārdod Mercedes Benz R350 4Matic 3.0 dīzelis, Automāts

Kondicionieris","R350",2012,"3.0D",,9990,"Mercedes"
"Pārdod Mercedes Benz E270 2.7 dīzelis, Automāts

Kondicionieris

Dalītā","E270",2003,"2.7D",,1790,"Mercedes"
"Pārdod Mercedes Cls320, 3.0 dīzelis, Automāts

Ādas Salons

Xenon

Kon","CLS320",2006,"3.0D",,6990,"Mercedes"
"Pārdod Mercedes Benz C220, 2.2DīzelisInterjēra Koka ApdareDalītā klimatk","C220",2008,"2.2D",231000,4490,"Mercedes"
"Машина год в Латвии. Пройден свежий Т. О. Из дефектов нужна покраска двух ба","E250",2009,"2.2D",247000,7700,"Mercedes"
"Машина в отличном состоянии, 2.2l hdi125 квт 170 л. с. расход по городу 7-8","E220",2007,"2.2D",280000,5400,"Mercedes"
"Pārdodu S klasi. Amg paka. Aktīvie sēdekļi ar kustības dinamikas funkciju un","S350",2014,"3.0D",245000,32700,"Mercedes"
"Pardodu Mercedes Benz S400 hybrid, tiko izieta tehniska apskate, nodoklis ap","S400",2010,"4.0H",260000,12500,"Mercedes"
"Pārdod Mercedes Benz Vito - pati garākā versija. Pilna masa 2800 kg - bez vi","Vito",2017,"1.6D",165000,16600,"Mercedes"
"Labā tehniskā kārtībā. Cena norādīta sludinājumā un nav apspriežama.","CLS320",2006,"3.0D",307000,4500,"Mercedes"
